id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
DL5eIdAVnAYe_1sHgPNk2w,donut-farm-san-francisco,Donut Farm,https://s3-media2.fl.yelpcdn.com/bphoto/1d3C3y6cFxpPDRzVpjDqcg/o.jpg,False,https://www.yelp.com/biz/donut-farm-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,317,"[{'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'vegan', 'title': 'Vegan'}]",4.0,"{'latitude': 37.7952541103275, 'longitude': -122.393124103546}",[],$,"{'address1': '1 Ferry Bldg', 'address2': 'Ste 14', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['1 Ferry Bldg', 'Ste 14', 'San Francisco, CA 94111']}",,,910.7733944781985
nXYmPSl2Gy_ge1QwhD6tgw,osmanthus-dim-sum-lounge-san-francisco,Osmanthus Dim Sum Lounge,https://s3-media3.fl.yelpcdn.com/bphoto/myYxXB8Iw8jHQw8qWVFIFg/o.jpg,False,https://www.yelp.com/biz/osmanthus-dim-sum-lounge-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,320,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'dimsum', 'title': 'Dim Sum'}]",4.5,"{'latitude': 37.79819, 'longitude': -122.40569}","['delivery', 'pickup']",$$,"{'address1': '504 Broadway', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['504 Broadway', 'San Francisco, CA 94133']}",+14158729648,(415) 872-9648,878.790091436401
TEvPUNNIRNdiLLKYcKTFVg,working-girls-cafe-san-francisco,Working Girls' Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/aY5xGkJV9ll7pug3IleHLg/o.jpg,False,https://www.yelp.com/biz/working-girls-cafe-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,542,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,"{'latitude': 37.790584936738, 'longitude': -122.404048740864}",['delivery'],$$,"{'address1': '259 Kearny St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['259 Kearny St', 'San Francisco, CA 94108']}",+14153981390,(415) 398-1390,191.9336705829734
rMuLW1qVB-deU5NStYerWA,sushirrito-san-francisco-55,Sushirrito,https://s3-media3.fl.yelpcdn.com/bphoto/8BHpDoqgqMtZCwx6uFtrVw/o.jpg,False,https://www.yelp.com/biz/sushirrito-san-francisco-55?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,1570,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 37.79019, 'longitude': -122.40366}","['delivery', 'pickup']",$$,"{'address1': '226 Kearny St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['226 Kearny St', 'San Francisco, CA 94108']}",+14155449868,(415) 544-9868,179.23671356025358
5D--FJXQHdC3kZWYm2GREg,barcha-san-francisco,Barcha,https://s3-media3.fl.yelpcdn.com/bphoto/f7wIMOo0VyHZQSn9gDbV7Q/o.jpg,False,https://www.yelp.com/biz/barcha-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,601,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.0,"{'latitude': 37.7909966558218, 'longitude': -122.397482693195}","['delivery', 'pickup']",$$$,"{'address1': '28 Fremont St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['28 Fremont St', 'San Francisco, CA 94105']}",+14159575463,(415) 957-5463,312.31159124287785
VdxJdMX53XZYNZvZlr96HA,laotable-san-francisco,LaoTable,https://s3-media1.fl.yelpcdn.com/bphoto/5UkRKNTOogI0zLo2kqActA/o.jpg,False,https://www.yelp.com/biz/laotable-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,1228,"[{'alias': 'laotian', 'title': 'Laotian'}, {'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 37.7875137329102, 'longitude': -122.398719787598}","['delivery', 'pickup', 'restaurant_reservation']",$$,"{'address1': '149 2nd St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['149 2nd St', 'San Francisco, CA 94105']}",+14152789991,(415) 278-9991,468.35704263750347
ufIm7isxE9blLhnVJ6EHGQ,the-melt-455-market-san-francisco,The Melt - 455 Market,https://s3-media2.fl.yelpcdn.com/bphoto/Ax9W1eHhOHPJqyDKeHBmBw/o.jpg,False,https://www.yelp.com/biz/the-melt-455-market-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,322,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 37.79095, 'longitude': -122.39863}","['delivery', 'pickup']",$$,"{'address1': '455 Market St', 'address2': None, 'address3': 'Market and 1st', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['455 Market St', 'Market and 1st', 'San Francisco, CA 94105']}",+14152879819,(415) 287-9819,303.02791061502853
TcbKvh-e1lxywJuN6in5JQ,farm-table-san-francisco,Farm : Table,https://s3-media4.fl.yelpcdn.com/bphoto/NL6MH-LTNy5mWVv5CppdKg/o.jpg,False,https://www.yelp.com/biz/farm-table-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,1814,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 37.78768, 'longitude': -122.414339}",['delivery'],$$,"{'address1': '754 Post St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['754 Post St', 'San Francisco, CA 94109']}",+14153005652,(415) 300-5652,1148.5374089423378
bOEHmshcWt0f03Sio90gpg,green-taste-vegan-goods-san-francisco,Green Taste Vegan Goods,https://s3-media2.fl.yelpcdn.com/bphoto/s0jvgjlXxmFE_AqzASPJHA/o.jpg,False,https://www.yelp.com/biz/green-taste-vegan-goods-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,29,"[{'alias': 'grocery', 'title': 'Grocery'}]",5.0,"{'latitude': 37.80082, 'longitude': -122.41245}","['delivery', 'pickup']",,"{'address1': '775 Filbert St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['775 Filbert St', 'San Francisco, CA 94133']}",+14155010020,(415) 501-0020,1442.8916028520648
GoIbbBYDyr8W46YmxJct-g,sons-and-daughters-san-francisco,Sons & Daughters,https://s3-media2.fl.yelpcdn.com/bphoto/TVMJCXLOkKA6PwXDkMSf9A/o.jpg,False,https://www.yelp.com/biz/sons-and-daughters-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,727,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 37.7902634, 'longitude': -122.4090557}",[],$$$$,"{'address1': '708 Bush St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['708 Bush St', 'San Francisco, CA 94108']}",+14159947933,(415) 994-7933,637.504891671224
O0iAR6OBHXqFtK4nKO9g2Q,beanstalk-cafe-san-francisco-2,Beanstalk Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/QtbWXvynvYEULVYLhav-lA/o.jpg,False,https://www.yelp.com/biz/beanstalk-cafe-san-francisco-2?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,888,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 37.7901517599821, 'longitude': -122.409288436174}","['pickup', 'delivery']",$,"{'address1': '724 Bush St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['724 Bush St', 'San Francisco, CA 94108']}",+14155761966,(415) 576-1966,654.4689141186465
7HHq6MKpWcZqUgwsQaBSZw,peña-pachamama-san-francisco-2,Peña Pachamama,https://s3-media1.fl.yelpcdn.com/bphoto/rwjxqQkgXnTKH8AhF7Etvw/o.jpg,False,https://www.yelp.com/biz/pe%C3%B1a-pachamama-san-francisco-2?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,465,"[{'alias': 'raw_food', 'title': 'Live/Raw Food'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",4.0,"{'latitude': 37.79976, 'longitude': -122.41049}","['pickup', 'delivery']",$$,"{'address1': '1630 Powell St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['1630 Powell St', 'San Francisco, CA 94133']}",+14156460018,(415) 646-0018,1244.6946450835642
Gz7B7SOa1XAVRFBUC_iIIg,sajj-mediterranean-san-francisco-6,SAJJ Mediterranean,https://s3-media1.fl.yelpcdn.com/bphoto/jUipFHRRIXs6H8_Pav5crQ/o.jpg,False,https://www.yelp.com/biz/sajj-mediterranean-san-francisco-6?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,53,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",4.0,"{'latitude': 37.79157, 'longitude': -122.40375}","['pickup', 'delivery']",$$,"{'address1': '485 Pine St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94104', 'country': 'US', 'state': 'CA', 'display_address': ['485 Pine St', 'San Francisco, CA 94104']}",+14158143210,(415) 814-3210,180.16304371807936
yrKFfnMSXTRuq-hkTGM9eA,chubby-noodle-san-francisco-4,Chubby Noodle,https://s3-media1.fl.yelpcdn.com/bphoto/RLomei53FIN9TUE077ONoA/o.jpg,False,https://www.yelp.com/biz/chubby-noodle-san-francisco-4?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,806,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 37.7997609, 'longitude': -122.4085676}","['delivery', 'pickup', 'restaurant_reservation']",$$,"{'address1': '570 Green St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['570 Green St', 'San Francisco, CA 94133']}",+14152969600,(415) 296-9600,1146.664995451672
if7l8HVMz7kmW0tG9l2LQA,e-and-o-kitchen-and-bar-san-francisco,E&O Kitchen and Bar,https://s3-media4.fl.yelpcdn.com/bphoto/9CHJxodw65D_f_anIxZdlA/o.jpg,False,https://www.yelp.com/biz/e-and-o-kitchen-and-bar-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,1126,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,"{'latitude': 37.789719, 'longitude': -122.405846}",['delivery'],$$,"{'address1': '314 Sutter St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['314 Sutter St', 'San Francisco, CA 94108']}",+14156930303,(415) 693-0303,370.60330054138313
X_7CJDY3Ik7jcJyvjmhbSQ,vegan-enjoyable-san-francisco-2,Vegan Enjoyable,https://s3-media1.fl.yelpcdn.com/bphoto/SHUJndPc-O8wbm7Hijh7dA/o.jpg,False,https://www.yelp.com/biz/vegan-enjoyable-san-francisco-2?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,2,"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 37.79579, 'longitude': -122.40538}","['pickup', 'delivery']",,"{'address1': '839 Kearny St', 'address2': None, 'address3': None, 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['839 Kearny St', 'San Francisco, CA 94108']}",+14159567868,(415) 956-7868,625.7836721684639
7qK2Gwu0afQMtYFSJvvCqQ,muraccis-japanese-curry-and-grill-san-francisco,Muracci's Japanese Curry & Grill,https://s3-media2.fl.yelpcdn.com/bphoto/b5FGkjGOF80EO_LlPZF5Bw/o.jpg,False,https://www.yelp.com/biz/muraccis-japanese-curry-and-grill-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,1752,"[{'alias': 'japacurry', 'title': 'Japanese Curry'}]",4.0,"{'latitude': 37.791036, 'longitude': -122.404233}",['pickup'],$$,"{'address1': '307 Kearny St', 'address2': 'Ste 204', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['307 Kearny St', 'Ste 204', 'San Francisco, CA 94108']}",+14157731101,(415) 773-1101,205.56874266803263
0FpTfyn_QiG7e6cjPjxKqQ,hi-city-san-francisco,HI City,https://s3-media4.fl.yelpcdn.com/bphoto/UtLEzX5sxT0I78KfnaBUOg/o.jpg,False,https://www.yelp.com/biz/hi-city-san-francisco?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,80,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'poke', 'title': 'Poke'}, {'alias': 'filipino', 'title': 'Filipino'}]",4.5,"{'latitude': 37.79139, 'longitude': -122.4013}","['pickup', 'delivery']",$$,"{'address1': '220 Bush St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94104', 'country': 'US', 'state': 'CA', 'display_address': ['220 Bush St', 'San Francisco, CA 94104']}",+14157963204,(415) 796-3204,78.60734725258035
rSLMK2uCRM21gNj2cvvUWw,heist-san-francisco-3,Heist,https://s3-media4.fl.yelpcdn.com/bphoto/0p_qXCiDNDzjBan_hMSc8A/o.jpg,False,https://www.yelp.com/biz/heist-san-francisco-3?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,144,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.5,"{'latitude': 37.78788, 'longitude': -122.41306}","['pickup', 'delivery']",$$,"{'address1': '678 Post St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['678 Post St', 'San Francisco, CA 94109']}",+14155253078,(415) 525-3078,1023.1051711426013
YyNd253varYmuox6U8bc9w,binis-kitchen-san-francisco-4,Bini's Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/VlTAAFLCVfWNsK76L6xB3g/o.jpg,False,https://www.yelp.com/biz/binis-kitchen-san-francisco-4?adjust_creative=nfKXO0Fen5oE8ae-C2La5A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nfKXO0Fen5oE8ae-C2La5A,35,"[{'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.0,"{'latitude': 37.795274, 'longitude': -122.393421}",[],$,"{'address1': 'Ferry Plaza Farmers Market', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['Ferry Plaza Farmers Market', 'San Francisco, CA 94111']}",+14153616911,(415) 361-6911,890.0004778717171
